"who won the 2010 mens volleyball world cup?","Italy","Serbia","Cuba","Brazil"
"where are the smokey mountains?","Romania","Spain","Colorado","Tennesee"
"where did cheerleading originate?","Japan","Russia","China","U.S.A."
"what is the only nfl team to have won three consecutive super bowls?","New England Patriots","Minnesota Vikings","Pittsburgh Steelers","No Team Has Won Three Consecutively"
"which of these documents founded the ideology for the american bill of rights?","The Declaration Of Independence","The Treaty Of Versailles","The Epic Of Gilgamesh","The Magna Carta"
"what state is directly west of ohio?","Virginia","Kentucky","New York","Indiana"
"which artist was part of the cubist movement in the early to mid 1900s?","Joseph Stella","Van Gogh","Frank Stella","Pablo Picasso"
"whos face did michelangelo use to depict the image of god on the ceiling of the sistine chapel?","A Stranger","The Pope At The Time","His Father","His Own"
"which friend from the big bang theory is the only one without a ph d?","Raj Kootrappali","Sheldon Cooper","Leonard Hofstadter","Howard Wolowitz"
"what job did albert einstein have before publishing his first scientific paper?","Law Clerk","Professor","Train Conductor","Patent Officer"
"sfry stands for?","Science Fiction Radar","Soviet Federation of Yukatan","Social Framework of Republic of Yemen","Socialist Federal Republic of Yugoslavia"
"what is the correct spelling for the word that means shocked or surprised?","Flaabergaasted","Flabergassted","Flebergested","Flabbergasted"
"what do you call the person who throws the ball in the sport of cricket?","Pitcher","Thrower","Blower","Bowler"
"which is not a james bond film starring daniel craig?","Casino Royale","Skyfall","Quantum Of Solace","Die Another Day"
"which is not a current country?","Zimbabwe","Isle Of Man","Slovakia","Prussia"
"which country did william shakespeare originate from?","Ireland","France","Scotland","England"
"how many bases in baseball does a player advance if they hit a double?","1","4","3","2"
"who is one of the original members of the sitcom friends?","Angelina Jolie","Tom Cruise","Josh Radnor","Lisa Kudrow"
"what are the base pairs for deoxyribonucleic acid?","Heterozygous Pairs Of Cells","Hydrogen, Oxygen, Carbon, Nitrogen","Water, Air, Earth, Fire","Adenine, Thymine, Guanine, Cytosine"
"who is the male lead star in the movie chocolat?","Adam Sandler","Vin Diesel","Tom Hanks","Johnny Depp"
"in the peanuts comic strip how much does lucy charge at her psychiatric help booth?","50","$1.50","$5.00","5"
"what continent is the rhine river located on?","Antarctica","North America","Asia","Europe"
"which chess piece closely resembles a horse?","King","Bishop","Pawn","Knight"
"dopamine is responsible for which of these feelings?","Stress","Nausea","Pain senstation","Euphoria"
"what animal has the strongest bite force?","Bear","Lion","Tiger","Hyena"
"which of these sport teams are not from mn?","The Vikings","The Wild","The Gophers","The Lions"
"which european national soccer team is known as the red devils?","The Netherlands","Germany","Switzerland","Belgium"
"who is neil patrick harris in the tv sitcom how i met your mother?","Marshall Erikson","Robin Scherbasky","Ted Mosby","Barney Stinson"
"quem guiou alice ate o pais das maravilhas?","Um gato","Um rato","Um canguru","Um coelho"
"where is atlanta?","Texas","North Carolina","Alabama","Georgia"
"what are crayons mostly made out of?","Plastic","Belgium Waffles","Frozen Paint","Wax"
"who sang the song in summer during the movie frozen?","Sven","Elsa","Hans","Olaf"
"what is the most common color people wear while hunting for safety?","Pink","Camouflage","White","Orange"
"which nhl hockey player had 92 goals in one nhl regular season?","Brett Hull","Geordie Howe","Mario Lemieux","Wayne Gretzky"
"which of these players is the oldest?","Stephen Curry","Lebron James","Kevin Durant","Michael Jordan"
"which movie did adam sandler not star in?","Billy Madison","Big Daddy","Grown Ups","Willy Wonka And The Chocolate Factory"
"what is not a property on the monopoly board?","Boardwalk","Pennsylvania Avenue","Park Place","Boston Gardens"
"which sport includes a swim run and cycling leg?","Duathlon","Steeplechase","Marathon","Triathlon"
"who is the headmaster of hogwarts?","Minerva McGonagall","Remus lupin","Harry potter","Albus Dumbledore"
"who succeeded george washington as second president of the united states of america?","Abraham Lincoln","Martin Van Buren","Benjamin Franklin","John Adams"
"what movie skyrocketed leonardo dicaprios career?","The Basketball Diaries","Catch Me If You Can","Blood Diamond","Titanic"
"what is the name of the winter sport you use a board with?","Surf Board","Wakeboard","Boogie Board","Snowboard"
"which of these european cities is farthest north?","Glasgow","London","Rome","Reykjavik"
"which body part remains the same size as we grow older?","Hands","Toes","Skin","Eyes"
"what city does batman operate in?","Metropolis City","Hells Kitchen","New York City","Gotham City"
"which body part is the same size your entire life?","Nose","Ear","Heart","Eye"
"what two biomes have the least rainfall?","Deciduous Forest And Tagia","Desert And Grasslands","Deciduous Forest And Grasslands","Desert And Tundra"
"the roman empire surrounded which body of water?","Caspian Sea","Black Sea","Pacific Ocean","Mediterranean Sea"
"what is the biggest island in the philippines?","Catanduanes","Mindanao","Visayas","Luzon"
"what famous athlete has been the ongoing spokesperson appearing in tv commercials for the hanes brand?","Tom Brady","Michael Phelps","Derek Jeter","Michael Jordan"
"which of these is not a muscle?","Sternocleidomastoid","Brachial","Triceps","Hyoid"
"where is the country bulgaria?","Asia","Australia","Antarctica","Europe"
"whats the name of mammals that have a pouch?","Placental Mammals","Reptiles","Monotremes","Marsupials"
"what is a thrombocyte?","White Blood Cell","Red Blood Cell","Plasma","Platelet"
"what is the northern most country in the united kingdom?","England","Wales","Northern Ireland","Scotland"
"in which sport do the announcers speak softly?","Ping Pong","Football","Croquet","Golf"
"what ship claimed unsinkable sunk in 1912 on its maiden voyage?","Thenina","The Britanic","U.S.S. Arizona","The Titanic"
"what two colors mixed together make purple?","Red And Green","Orange And Blue","Red And Yellow","Red And Blue"
"what brand was michael jackson advertising when his hair lit on fire?","Coke","7Up","Diet Pepsi","Pepsi"
"what do you call a bovine that has been castrated?","Cow","Bull","Heifer","Steer"
"what is the name of the princess in disneys sleeping beauty?","Maleficent","Ariel","Merida","Aurora"
"idaho is the state of?","Onions","Berries","Lettuce","Potatoes"
"what is the name of the boston hockey team?","Boston Capitals","Boston Bears","Boston Browns","Boston Bruins"
"in baseball whats the shape of home plate?","Square","Circle","Triangle","5 Sided Polygon"
"what is a syzygy?","The Correct Term For A Planet's Rings","A Class Of Star","False: There Is No Such Thing","3 Aligned Celestial Objects"
"in 2004 which baseball team broke an 86 year curse?","Chicago Cubs","New York Yankees","San Francisco Giants","Boston Red Sox"
"what is the name for a non cancerous tumor?","Malignant","Sterile","Mitosis","Benign"
"who was the first european born captain to win the stanley cup?","Sidney Crosby","Wayne Gretzky","Gordie Howe","Nicklas Lidstrom"
"how many centimeters are in one inch?","1.97 Cm","2.76 Cm","3.14 Cm","2.54 Cm"
"shang zhou qin han sui tang and song are examples of what?","Chinese Buildings","Japanese Dynasties","Japanese Numbers","Chinese Dynasties"
"when did america enter world war i?","1914","1915","1918","1917"
"which is a company that is famous for making baseball bats and gloves?","Reebok","Skil","Irwin","Louisville Slugger"
"which is not one of spidermans special ability?","Spider-sense","Swinging","Jumping","Invisibility"
"if a patient needs dialysis what type of doctor would heshe see?","Neurologist","Urologist","Bacteriologist","Nephrologist"
"how many states were originally in america during colonial times?","12","11","14","13"
"what three countries did author elizabeth gilbert visit in the memoir eat pray love?","Bolivia, France And Iceland","Germany, China And Mexico","Morocco, New Zealand And Canada","Italy, India And Indonesia"
"where is the spurs basketball team from?","Houston","Little Rock","Los Angeles","San Antonio"
"which was the first country to host the world cup twice?","Argentina","Italy","France","Mexico"
"what is uranium used for?","Produce Water","Disinfectant","Mix With Metals","Nuclear Weapons"
"what are the symptoms of hyperventilation?","Slow heart rate","High blood pressure","None of the above","Fast breathing"
"where is chanel headquarters?","London","Milan","Florence","Paris"
"what was the nationality of the world war ii general known as monty?","Italian","German","American","British"
"which of the following was not a member of the big three during world war ii?","Joseph Stalin","Franklin Roosevelt","Winston Churchill","Mao Zedong"
"as of 2014 what country was declared the most visited tourism destinations?","China","United States","Spain","France"
"where will the 2020 olympics be held?","Rio","Washington DC","Seoul","Tokyo"
"in skiing what color represents the most difficult run?","Blue","Blue-Black","Green","Black"
"which of these is not a song by the carpenters?","Close To You","Bless The Beasts And The Children","We've Only Just Begun","Dancing Queen"
"how many rings does saturn have?","4","3","2","7"
"which of these is not a move in fencing?","Lunge","Thrust","Counter","Shot"
"which city has 2 basketball teams?","Miami","Memphis","Minnesota","Los Angeles"
"what book was written by stephen king?","The Gun Slinger","The Shining","Salems Lot","All Of These"
"which states initials are mn?","Michigan","Missouri","Montana","Minnesota"
"what does nba means?","New Basketball Acquired","National Basketball Acquired","New Basketball Association","National Basketball Association"
"what kind of monster was it in stephen kings novelmovie?","Alien","Green Blob","Goblin","Clown"
"what game system saw the release of the original super mario kart?","Nintendo Gamecube","Nintendo 64","Wii","Super Nintendo"
"how many consecutive times did lance armstrong win the tour de france before he was stripped of these victories?","5","11","9","7"
"what is the capital city of south korea?","Gwangju","Busan","Jeju","Seoul"
"waterloo was the final defeat of what monarch?","Charlemagne","Otto I","Lord Nelson","Napoleon"
